f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,class
-2.78024,2.78427,7.91844,6.63938,-1.18314,-4.15328,0.98437,4.15488,3.33125,1.99333,4.34466,2.96545,-2.73066,2.11871,-2.57158,-5.93533,-1.97875,2.38628,3.15899,5.34441,0.62022,0
0.17187,5.76773,0.62917,5.66277,-6.65330,-0.42659,-1.80663,1.74191,-3.70148,4.48544,-5.88010,4.65883,8.22126,6.18563,1.37979,1.47792,1.20061,6.93640,0.16533,-3.48109,-1.48055,0
4.57317,8.92244,-2.21832,3.47774,-0.20151,2.91770,8.55039,0.64465,3.04540,1.60607,5.68656,0.40859,0.97921,4.59295,-7.61554,-1.93830,3.60836,-5.40044,2.08690,-6.61959,3.95418,0
0.52601,6.80766,6.72506,-2.94508,-3.52004,-4.76812,-5.19307,-11.22388,1.87578,-7.19341,3.39596,3.33527,4.59324,1.10733,4.28001,4.58720,4.58022,-8.52508,-1.05519,4.71523,2.86555,0
14.79909,-1.96325,2.58384,-2.83961,-1.59168,-7.75082,5.62321,-0.35340,6.64380,-0.61231,3.48510,-0.41599,0.74627,-3.13684,-3.58768,4.84106,1.70008,0.30080,1.62725,-2.64569,3.13207,0
2.85706,-4.08147,2.35681,4.36443,2.19026,2.64812,3.97151,-11.05224,-1.28517,-0.50452,1.78827,-3.47153,2.76859,0.49410,-0.99522,4.53902,0.40135,0.84965,-2.51236,4.61030,-1.18062,0
-6.53018,-2.35821,3.15276,3.55956,3.44959,0.93795,-1.88683,5.73867,-5.26804,1.73611,0.65556,-1.13186,9.91355,-1.42572,4.33944,6.51427,-0.04345,2.60220,5.79839,-3.68084,-0.77099,0
4.51551,-2.67334,2.36557,3.74369,-1.23202,0.45013,-5.28867,7.68759,3.79903,-5.83531,-1.05550,6.24024,-2.30234,-0.78284,-2.48631,1.75213,3.00820,-3.43340,4.91702,-1.73469,-0.61520,0
7.40905,3.90276,1.20099,1.94287,1.18566,5.56723,1.82069,-7.35267,0.02158,1.69109,1.56740,-5.31641,3.55764,-0.52407,-0.11159,4.07558,-1.94216,-0.57312,5.18579,2.72805,5.02084,0
3.11031,6.17489,1.57246,1.17363,-6.41311,1.73369,7.39923,-1.92803,7.43250,2.27390,0.90647,3.53242,-3.28645,-5.68655,-7.26052,5.79483,2.88741,-2.44286,1.02426,1.60421,-6.07921,0
-5.30561,-3.20358,3.49392,4.89171,-3.38338,6.50386,1.31494,3.94529,-4.37390,-2.18721,6.44182,-1.10154,-4.82287,-3.07113,-0.52217,2.45452,0.93456,3.90162,0.42055,-1.69289,-0.34837,0
-1.70268,3.66392,-5.04245,2.71911,3.84080,8.62284,0.37495,-0.16779,-2.06230,1.38852,6.95513,-1.07844,-8.67691,9.16985,-6.87631,1.79983,-0.86120,-0.74787,-4.73293,-7.62643,-0.35858,0
1.89056,-2.22176,-0.18814,-3.59660,1.87528,-2.35648,-0.32399,3.25653,7.33087,2.12207,0.37057,-2.00550,4.93952,6.24678,-2.25588,-1.72024,0.52291,2.00519,1.36795,-4.68581,2.25726,0
5.59422,0.44796,6.66484,-4.91172,-5.41389,-0.35184,5.14457,-1.86331,-7.45194,-7.73082,2.16516,-0.56956,1.33299,-1.48607,-2.33699,1.92462,0.05944,-2.13627,-0.75708,1.66809,3.22460,0
-3.48440,-0.35174,2.48242,-4.34904,-0.39664,-6.90157,3.43299,-2.93883,0.80990,0.63220,-4.96436,0.40378,3.34944,-1.83410,0.25771,-6.88330,-1.42699,-4.59926,6.63683,1.06672,-11.60186,0
1.96951,-7.17559,2.07368,7.77727,-5.18197,-6.95744,2.33954,0.28805,1.68786,-0.37143,0.46446,-5.57680,-6.24277,-0.15320,4.63460,-1.37400,6.92860,3.81327,-1.76786,-4.02548,4.30480,0
-2.87849,3.68840,-2.95167,1.72806,-3.53784,4.16693,6.42126,7.32096,0.82478,-0.69408,2.43597,2.42845,-0.99073,-4.94129,-0.95896,-5.54211,3.18648,7.13130,-2.18895,2.34506,-2.36905,0
-0.20011,-1.56734,-6.56146,3.05800,0.61270,1.44933,-3.41257,-4.26975,6.37462,-5.40911,-7.17105,-8.94880,-2.43424,-0.15621,-0.59002,2.83739,-1.75241,-1.49576,-2.43973,0.72922,1.57751,0
-4.62828,0.93593,4.88451,-5.00625,-6.47160,-9.57358,-5.00734,-0.39777,-2.22456,-3.94302,-1.62118,6.14721,0.98076,4.99945,4.23993,-5.44171,0.10917,1.12171,-7.05227,1.83052,2.17882,0
0.12388,-5.92958,-0.27381,-4.17585,3.57406,-2.16814,0.76030,-0.00384,0.00977,2.13134,-0.96473,-3.76162,-7.11534,0.14763,4.95156,3.94230,-6.35114,-1.16662,-4.58174,1.43892,-1.97412,0
-3.13872,-5.76477,-2.67623,-6.95052,-8.50694,-4.34935,-4.20563,3.39867,-2.74747,5.30848,0.14876,3.94797,-1.15941,3.93277,1.35859,7.22184,-5.74258,-2.90013,-4.53696,1.51521,5.76303,0
-4.12140,1.43697,1.10988,2.51003,2.03288,-0.17371,-3.44904,3.20714,2.48229,0.00727,-2.75005,-0.42821,1.81516,-2.45530,2.68494,-1.90363,3.53003,0.37750,9.33665,2.16296,-5.15173,0
4.17158,-1.60903,-3.83913,-6.09685,-0.16285,-1.39309,1.62034,-0.68853,-0.86687,5.02074,4.31195,-2.69875,3.32352,-4.52096,5.48312,-5.29138,2.00639,-1.52698,-1.64740,0.67406,-2.13316,0
-2.83458,-1.58419,-5.27845,-1.65064,3.39331,3.56582,0.65243,2.86042,-2.51071,1.44187,-4.47990,-0.00556,-3.59398,4.95010,0.09499,0.73177,-4.43533,0.98819,4.64321,5.46203,3.16335,0
3.17162,-2.63612,-0.55054,-1.61763,-2.83197,3.80018,0.45019,-1.20099,0.38926,1.04799,-2.31550,-7.71308,5.11092,-2.83301,-5.17083,2.70183,1.74348,-8.55685,0.08949,-6.57892,-0.50968,0
0.01784,0.65545,0.83746,5.90470,-0.28433,-2.65244,-1.58835,-2.48328,3.19093,0.85182,-1.22354,0.96350,-2.25327,-0.39566,3.15115,4.75134,-2.83073,1.93231,-0.51188,-3.19669,3.46357,0
-3.06819,-1.10012,1.10613,-2.22775,-4.79937,5.40752,0.85023,3.46048,-0.14426,-0.76513,0.94310,-2.38062,3.05694,-3.76672,6.45148,-3.66643,5.89862,4.19566,-0.30126,-1.91260,0.63679,0
-6.83196,-2.19094,-2.73131,3.53947,-11.26861,-6.96952,-3.63527,3.38340,-0.34684,-3.49190,-1.95382,0.29767,0.43143,5.67971,-3.34630,2.96912,4.00721,-0.63304,-0.37379,-1.78209,2.15819,0
-2.69375,-1.81062,-1.21670,0.16622,-2.21629,-4.35954,-2.62203,0.91865,-1.66523,-2.91303,-3.99688,-6.56928,1.45323,6.21965,-5.37274,-5.51532,3.38005,-2.29854,-2.71009,8.45665,1.00173,0
-0.07307,0.31639,0.90227,0.14993,-4.85121,1.27453,-7.81050,3.04978,9.39049,-2.39580,3.68777,0.41868,-2.73464,3.62037,-5.67715,-1.75564,-1.76638,2.23824,-0.12887,3.74994,0.31733,0
0.21658,2.69611,0.63852,1.60949,-3.47386,1.02810,6.63196,2.68379,7.18869,5.87578,2.79277,3.85405,3.27413,2.15630,5.85658,0.37551,-0.66654,-6.23076,2.26184,-6.73342,-1.80615,0
2.34433,3.58024,4.75269,-9.95863,3.12430,1.91513,4.60073,1.16250,-0.75444,-2.59285,3.36241,1.82324,-4.65119,-3.80500,-0.35530,-3.21555,0.50779,4.25383,1.06421,2.73087,-1.81737,0
-9.09072,3.50629,-4.26064,-4.02677,3.42576,1.33647,-2.20718,-1.14710,-0.38529,2.67242,5.53840,6.35299,4.86990,3.26366,5.64265,-7.04250,5.74315,-1.47992,-2.89500,10.44727,10.98987,0
-1.30863,-2.16298,-2.08656,-2.87462,2.38012,-3.01106,0.65091,9.58233,-2.73410,3.11508,5.82157,5.35259,-6.19302,-4.48008,-5.25383,4.78481,6.46057,0.59689,-1.35425,1.01044,0.24655,0
-2.76147,1.02404,2.84357,-0.25947,-6.84815,-1.13852,1.81369,3.16981,2.50855,7.49386,1.88090,3.28205,4.01550,2.04385,3.49372,7.16583,-0.66757,-5.16160,3.27546,-4.36624,2.41915,0
-2.02992,2.08760,-4.04276,-4.56492,0.59845,2.05382,5.17729,-2.74567,0.17828,-4.94372,-0.55867,4.87324,-8.93005,2.21563,1.25418,-2.88788,2.73983,-5.71493,-2.59086,-0.29745,7.26382,0
-4.57339,-0.47786,-1.81740,-0.38314,1.00978,5.68385,-1.31913,6.80086,1.11471,9.55628,-11.09544,-3.51644,-1.66619,-0.32163,3.03292,3.23148,6.51537,0.08203,0.15125,-5.18277,-3.38546,0
-4.95109,0.80233,9.95871,-5.88011,2.38638,3.54489,-4.37825,1.48817,7.59994,7.78953,1.38247,-3.40937,6.57265,-0.45096,2.03868,-1.84804,-1.64133,-5.52363,1.10337,-4.90523,4.22843,0
0.42571,-0.10298,-5.45901,0.94033,-4.77898,-0.60987,-3.50733,-8.85618,0.35016,-1.32295,0.92567,4.06063,6.61879,1.13854,4.30823,3.15547,-1.21859,0.01251,8.87159,-2.61249,6.09976,0
-3.17364,2.14377,-3.84298,-9.63952,2.61036,-7.61520,0.83085,4.82411,6.00911,-0.77224,0.24156,-4.98640,-5.46341,0.44648,4.81027,2.78518,0.85541,-0.52766,2.52254,5.50488,0.23505,0
0.76361,3.37178,1.10049,1.16874,-2.18839,7.14365,-3.11767,5.61993,2.23355,1.29625,-1.37347,-4.70179,2.72061,0.28615,-5.23405,-4.69020,-2.42586,1.44409,4.22778,-4.72056,2.09908,0
-2.72479,-1.33670,0.09151,-3.16904,-3.74167,-5.24349,3.32458,4.96901,-3.72899,-5.04767,-0.45183,2.28266,0.11815,-1.88531,0.56550,6.45509,3.30746,7.79542,-4.27308,8.31413,6.19706,0
0.83660,0.25891,10.28402,0.04056,-7.06489,-2.52247,3.75896,-0.64124,5.51181,-2.99953,-4.70805,-4.56508,4.42646,-1.34070,1.26550,6.24937,2.22471,1.03642,2.14948,8.10276,-7.59226,0
0.13985,-0.67129,-6.05733,-3.23958,-2.20547,-1.88468,-4.97578,-1.66602,1.23621,-0.14943,2.42403,-6.05026,-4.54929,-4.86482,-3.88271,6.83322,-2.08632,5.33929,4.39155,7.21358,7.69646,0
-2.07713,7.69503,-2.24717,1.61728,3.05311,0.80273,-1.42740,0.43934,0.09461,-10.25913,4.51416,-1.08294,6.04554,-2.94079,-2.71378,6.67737,4.00919,-1.41740,1.99522,-5.58102,6.80024,0
4.31439,2.71963,-0.00850,0.71129,-4.50745,4.91667,1.99939,-4.33397,-8.80107,14.25823,-7.23590,-5.34794,-6.32168,8.80385,-1.09536,2.36772,7.97540,-2.72502,-3.94718,-1.11083,-2.91105,0
3.77445,1.28134,0.25629,2.75326,0.03725,6.21327,-6.66511,-5.10538,2.53777,4.58259,-1.88271,-1.24238,-2.98052,3.15282,-0.47855,-9.79024,-2.22215,3.95961,9.30607,-6.28815,3.70092,0
-2.41360,-3.23739,-1.27974,3.52526,-1.08517,2.45137,3.76311,6.59424,-2.80173,7.60339,-3.38693,-7.10543,0.35082,6.17275,1.18023,-4.17197,-6.14596,2.75450,-2.50756,-1.46475,-3.59255,0
4.73663,0.26485,0.45555,2.69882,7.49861,3.78235,2.62882,-7.25411,-8.44667,-2.56219,2.04849,1.80491,2.14172,-0.59091,5.04583,-2.56604,-5.04980,-0.96421,3.42152,0.96174,3.85627,0
6.26245,-1.94286,-0.66728,-1.85752,-0.79135,-2.80603,-1.37363,2.34089,3.18614,0.05952,-5.88225,0.89511,-1.87274,5.08067,-4.92024,4.53591,2.35525,-5.07867,-4.45313,-1.34516,-0.94475,0
-1.46114,1.62280,4.05549,6.28750,2.72095,-2.61504,-2.31516,-4.66834,6.62818,0.49147,0.36897,3.68412,2.40495,7.31683,-0.85759,-0.74861,-2.89600,3.09695,6.81201,9.08198,2.49557,0
0.45936,-0.58523,5.39104,0.70723,-5.45406,0.94272,-3.26743,-0.65192,-8.87925,2.27834,2.70634,1.03480,-3.61400,-4.31529,0.02544,-9.04937,-5.17409,5.18620,-0.14024,1.61072,-3.79470,0
5.16355,-2.00181,2.70613,2.44404,-3.52651,-0.30192,-1.93594,-2.26826,4.72220,-2.27902,-0.37928,-2.87697,-1.71232,-6.60561,1.38534,-5.81832,-0.54712,-0.12149,-4.06181,-1.91302,-3.14555,0
-5.40146,-0.70337,-3.91004,-7.87126,-2.74734,6.06037,-4.76803,-2.05604,-0.66033,-8.23720,1.19893,-5.72672,3.83561,-3.63997,1.48830,-6.00135,-3.37461,5.08019,-0.15573,6.75873,2.38517,0
4.55222,4.19173,7.82173,-1.45932,2.63418,-2.19259,3.20043,2.66230,-1.12751,2.03347,-1.46386,-2.09655,0.37184,0.94274,-0.27975,-2.27254,1.17272,0.90166,0.06863,-9.93974,2.26948,0
1.81894,-6.62991,2.33501,-1.46603,-1.53519,-0.58730,-4.16570,-0.86117,3.83181,6.55709,3.59538,-1.52870,1.11492,0.86948,-0.87178,1.19857,-7.57925,1.83373,-0.82014,-0.63103,-3.59742,0
2.98680,-10.11472,-3.16498,0.44606,6.14737,2.74880,-2.22525,0.15178,-1.26311,4.64253,-2.72377,1.38276,-4.21978,2.17444,3.78237,-10.17164,2.63505,5.93812,3.19331,1.69982,11.15617,0
-5.60527,2.09059,0.06624,6.44838,-5.96968,2.92188,-2.28215,-1.27826,-3.31076,-4.40764,-0.78730,8.07762,-3.36859,-4.94578,-0.89214,1.50310,-0.22492,5.85702,-0.98617,-3.73861,2.06529,0
-7.25847,-4.72263,0.09168,-1.46264,1.98807,4.84373,-7.48006,-1.69138,-0.59145,0.31547,-10.55062,-7.25357,2.36231,4.49444,-4.32562,3.62073,-3.27906,0.27940,-1.63868,0.70658,-3.09517,0
-2.10662,7.76721,0.99025,-5.27029,3.37959,-4.62346,0.87283,3.00526,-3.64041,-6.50696,-4.70585,0.46713,-6.00464,3.64274,3.16509,-0.95615,3.92302,0.29354,1.54269,-3.89192,2.67476,0
-2.94741,2.01911,-3.87597,0.29190,-4.00064,-6.86545,-4.84052,0.62827,-2.79500,0.21005,-2.71903,0.87145,-2.74996,-3.52916,1.54199,-3.54518,4.83379,-1.87365,-0.31416,-1.37889,2.51390,0
-5.53338,-1.88399,2.68742,-2.95337,7.54310,5.47475,-4.57088,0.87411,5.19455,-7.00850,2.06090,-6.12612,-4.76095,2.26463,1.19569,-2.79035,-3.06102,0.46206,11.31498,6.17065,4.28107,0
4.32464,-4.37213,-3.11756,-0.68568,-1.22606,2.38105,-1.55098,-2.22391,-1.53820,-4.02497,2.07209,-0.82210,12.79945,0.59926,0.29077,0.25058,7.28482,-6.28993,-8.18857,-1.84151,-5.20625,0
-1.11751,3.60270,-3.94153,-1.05419,-2.26816,6.49453,-6.57379,1.14710,2.01889,-2.97855,0.70902,7.22066,4.64521,7.33708,3.75895,0.64925,1.94042,6.23825,1.78178,4.74954,-2.67403,0
3.92858,-0.25084,3.72536,0.67513,0.83279,1.91331,-3.15789,8.04840,-6.24155,-0.88703,7.78327,5.79740,-3.66217,0.75724,-4.98830,6.97417,3.14765,-5.30568,-1.19026,0.80236,-2.48165,0
2.79787,-0.41297,0.79379,-0.34722,2.78436,-1.18518,2.03912,-0.25910,-2.11459,5.63949,0.75251,-4.56829,5.86361,-1.71250,9.56606,-3.35962,-2.47986,7.69585,-2.12347,-0.49266,1.75596,0
-4.88813,-2.32413,-1.26840,5.48360,0.62960,1.27141,-2.98576,1.79751,-5.85034,-3.92910,-1.25338,1.33982,-2.74836,6.45408,-1.26853,3.89015,0.86633,5.45126,3.03345,-2.55214,-2.68420,0
-2.83239,-3.99536,-5.35857,8.67304,-1.27492,4.41382,-4.87231,3.43248,0.41201,-6.07044,4.16058,7.46564,-2.85985,2.16267,5.64457,1.49782,1.24380,5.47420,-2.23227,-2.12319,0.02735,0
-2.71470,-8.07024,-6.08415,6.19484,-9.01093,-2.29778,-2.61598,1.64637,6.57011,-2.52364,-2.98746,-3.75467,3.11062,4.73152,-0.17143,-0.48309,-3.39254,3.61362,2.29084,-6.33058,8.64488,0
-7.92605,-0.62443,3.13017,2.19888,-2.60659,3.36594,2.87146,-2.20444,1.70740,2.35270,3.78879,0.88432,0.29891,-0.06717,0.42647,5.62129,-8.69744,-0.68516,-0.15932,-3.98036,1.54751,0
-5.35436,-2.76568,1.15658,-0.47681,-4.09669,-8.45327,-0.90998,-1.10570,4.43351,4.35942,-4.16602,2.19277,0.62770,0.90387,-5.62588,-5.72987,-2.39237,-1.03031,-0.36661,-0.86658,-1.16313,0
-1.21017,-0.96818,-2.59781,2.20609,2.93966,-4.65972,-6.28756,2.58092,3.90726,-2.61659,3.18959,3.27449,3.10159,1.40634,6.62825,0.97937,-3.85836,-0.15638,3.44741,-1.84563,4.93478,0
7.62640,1.52390,1.02632,-3.29841,-4.24805,1.86120,-3.61649,-0.22403,0.11973,-2.25420,3.14372,2.93730,1.38051,0.39402,-0.34241,-1.39036,6.57125,-8.11870,3.99969,-6.09973,-1.08562,0
0.86473,-2.46830,-6.75682,-2.13100,-9.10930,2.92247,-0.07337,-0.70286,-0.47046,7.03493,1.96942,2.97085,-6.25145,1.70846,0.06450,-7.26302,3.64868,-0.38454,3.73394,-6.47128,1.11668,0
7.80934,-0.88017,-0.09359,-0.11541,-4.22429,-3.80340,-2.16595,-1.36696,-2.60049,-2.74181,3.49508,-0.17416,1.82440,-0.10763,1.15585,0.11046,3.75528,-5.11847,10.41059,-0.71866,-3.06609,0
-0.83659,-3.46132,3.33303,0.76094,0.36750,6.10129,6.82549,-4.48329,-4.02521,-4.22075,3.80963,9.53689,-4.27187,-4.60888,0.33240,7.63544,1.87109,2.73311,-1.05763,2.97841,-6.39034,0
6.78386,3.13362,8.02654,-2.58231,1.62943,1.34708,4.27472,1.16568,2.61231,-0.17841,9.86720,3.02950,-0.05629,6.75446,-4.68927,2.44861,1.66424,-2.86116,5.39291,-0.40958,1.47373,0
-6.35438,-1.27519,-2.72092,-1.46970,-1.12731,-8.57265,-3.72363,-2.08749,-1.73822,6.51859,-9.75469,0.39281,-2.30651,-1.99145,1.69259,8.20359,5.56778,-3.86386,2.15629,-3.27359,9.09501,0
-2.91124,-3.82615,2.59593,-1.30616,-4.07739,-4.55134,-1.35972,-4.65701,7.74122,1.31400,-4.43062,-6.73730,5.81554,1.09949,-1.93865,-4.61151,-0.54947,6.18810,0.26097,0.92307,3.06339,0
-3.57159,0.81062,-2.30493,4.10740,-1.07306,3.92258,-4.15955,1.81837,-2.05574,1.15108,5.41523,-0.14208,-1.36841,4.02010,0.06727,-2.90989,-6.20339,-7.95451,2.53504,-5.04038,-10.25469,0
3.60371,10.38436,2.44166,-1.43144,-4.63784,-8.79646,0.51123,-0.27243,4.23498,-1.69187,2.64987,3.19275,-1.02096,5.31785,5.72907,-2.14940,-7.28987,-1.91776,0.55077,-0.75334,0.48172,0
4.17899,7.71563,4.40473,-1.40098,0.58878,-3.98193,6.40664,-1.07628,-0.53556,-3.05367,9.03647,1.93699,-4.91709,-2.96514,-3.73021,0.12635,-2.45121,4.47453,0.44517,2.46368,3.04674,0
2.43765,0.69360,0.97723,-3.66794,-5.93694,2.05991,0.29948,1.10968,4.97005,2.21320,-1.69721,-0.67108,-1.63785,-10.18861,0.42124,-2.57327,11.20983,6.06680,-3.87261,-1.08178,-0.65439,0
-1.48415,3.95034,-8.10893,-1.22788,0.63256,-5.10916,6.25979,-1.29034,-1.68197,4.11052,0.17016,4.26297,-7.81771,-5.96515,-1.02072,-7.04472,1.69116,3.91115,-1.20642,-6.59598,2.29629,0
-5.25660,-1.85098,3.33214,-0.99675,2.19581,5.75579,6.80437,2.46894,-5.24663,-3.95072,0.28299,-0.59927,3.06239,6.47143,1.20323,5.79672,5.98460,-1.25688,6.61136,-1.89689,-2.89379,0
3.46723,-4.65404,-1.52916,-1.09920,-10.20620,-0.67510,2.64410,1.72713,-3.39402,0.05990,5.13653,2.38131,-1.14628,-2.53726,3.66459,4.28738,-3.51291,-0.64140,-8.41219,8.04344,-1.42957,0
-3.40227,-4.74116,2.17700,8.70468,4.47042,12.53354,0.32541,-4.70236,5.94634,11.75825,2.16947,-5.59610,3.94329,-0.88918,-3.77805,-0.61718,4.81584,-0.57994,2.53935,-0.35597,-6.65205,0
0.48471,-5.84453,4.05821,-5.71353,-3.59508,3.32515,4.40137,4.05790,0.21226,-4.25122,1.32786,4.41261,2.53834,-0.11469,3.08473,2.13043,3.45787,0.53647,-5.69802,-3.23980,-1.26673,0
-3.04076,-3.80992,6.36288,-7.13824,1.09040,-3.00426,-1.78641,8.47861,0.20493,3.28985,-1.74622,2.35495,3.92332,7.47457,-3.71779,-0.14398,3.58821,4.58007,-4.55824,0.92928,2.72274,0
4.57196,0.22407,-4.21688,-7.04860,-0.60035,-0.29173,6.24539,-1.45093,-7.64278,-3.46631,3.37137,1.67205,-0.59276,-2.59935,0.31775,0.10413,3.69242,2.04346,1.29842,10.94066,1.75066,0
3.80461,-0.60711,-0.79074,-5.30405,-8.48121,-2.74067,-9.22307,-4.15524,4.32122,2.96489,-2.33260,2.18458,0.44261,1.33887,2.63423,-3.26852,-1.85488,-0.45025,3.75675,1.01012,2.23343,0
4.79636,0.58924,1.17639,7.02426,4.51220,-9.59438,3.34984,0.47910,2.59484,5.95299,3.53140,-9.57662,3.63947,-2.07272,1.74227,-2.91998,-0.43125,-2.75686,4.82436,-6.68145,-0.63197,0
-4.39548,0.62562,-5.00962,2.14066,-4.56865,-3.00594,-5.00696,-1.20639,6.66646,-12.20956,-0.97403,-4.52588,-2.41828,4.45036,2.81093,0.43547,-1.04647,11.54575,2.48886,-2.39721,-5.49485,0
0.67047,3.14369,3.75697,1.44546,-0.09884,1.87715,-0.53912,4.31169,-0.22095,-3.95842,-0.62060,-5.71110,-3.32754,3.89532,5.85066,2.19602,0.59876,-0.28740,8.75591,6.04054,1.43925,0
6.45930,0.58907,6.14317,1.83175,-6.04534,8.47013,-3.35657,2.25877,-2.31363,-0.68529,2.33828,-0.32886,0.37975,-4.51475,0.84481,-3.46417,1.14017,2.42422,-2.74964,3.59777,-0.03168,0
-1.00562,-3.71810,-3.22624,-3.17473,1.21279,7.08541,-3.85652,-1.26799,-5.61134,0.68081,-3.22739,-2.25918,-0.60812,2.12953,-3.37064,-8.19051,-2.84255,-2.21852,4.75782,-0.15687,-3.74556,0
1.32484,4.23502,3.39459,4.57655,0.98732,-3.95018,0.42573,2.76834,2.41593,-3.68599,-7.54903,2.88443,4.94518,-0.14356,2.59631,0.93926,4.62143,1.00606,-3.12248,-0.23554,-4.57550,0
-6.45834,-2.87176,0.25018,0.34772,1.49964,-4.12914,-7.14306,4.82400,-2.01243,-0.20197,-1.54702,0.45454,3.26595,-1.80259,-4.73628,2.02538,1.52583,3.86845,-3.26884,-7.24920,-1.12063,0
-3.93953,-3.87389,-5.00689,2.11732,-0.95901,-6.14571,-2.99823,4.11313,5.19285,-3.85594,-1.42554,-2.91028,-2.48050,-1.63172,4.18495,-7.07997,1.62098,1.98497,-4.33955,-0.11613,0.57888,0
-2.67970,-1.29038,3.36797,1.98508,-1.16823,4.65931,1.82847,-2.62916,1.48315,2.26498,1.27056,-2.15962,0.53697,-5.83980,0.65307,-3.01920,1.83124,-6.91289,2.69048,4.31015,5.90126,0
-12.51825,3.66554,6.28317,0.52798,2.73063,2.91118,5.62166,5.08123,-5.30102,0.97400,-0.10231,1.09313,-3.19205,-0.43650,6.41295,-2.86046,0.07741,2.07768,6.59518,-5.24545,-0.57203,0
2.04452,1.61734,-3.59726,5.28200,1.07299,6.33648,3.16572,0.70787,-7.48765,1.36175,-3.43740,2.22773,-9.75638,0.12753,3.27361,-7.90590,-2.86412,-7.57289,-2.64327,5.89759,4.83103,0
-1.36734,2.38840,-0.90032,7.37080,2.48376,-6.66996,1.94185,-0.69413,2.79748,4.55233,-7.09831,1.32521,-0.78590,-0.41733,-0.07960,9.67509,5.83137,-0.97090,-1.28347,1.13599,7.15710,0
1.95154,-0.13472,-5.02656,5.43767,3.41098,-7.40623,-2.54176,2.41438,-8.52904,3.16252,-0.14742,0.35320,-0.32067,-7.54654,3.14737,1.61400,6.67490,0.89406,4.53022,9.28287,-3.90301,0
3.18906,2.74739,4.43526,-1.26818,-1.81993,7.50795,6.77432,-9.92607,2.49422,3.18439,-1.68139,-6.33900,-2.86942,0.18873,-1.34879,1.28385,5.19063,-2.03045,-4.13295,-1.88263,-2.79124,0
-2.63563,5.88541,-10.07356,4.32962,1.05599,-2.29708,3.12115,2.96084,-6.16362,5.12515,-5.35536,1.64727,-3.07324,-0.32165,5.23865,2.80383,-6.91389,-8.46627,4.42851,-1.53165,-1.38745,0
3.38346,0.05256,-2.48290,-2.87203,-1.17526,-3.28961,0.93757,-1.81097,-1.90070,0.28104,-0.45500,1.98441,0.23069,-0.47730,-2.80457,3.12059,7.21329,1.78712,4.54549,-1.66525,2.65930,0
0.61971,-6.35947,2.24672,-6.30769,3.07912,1.03670,-3.88152,-4.04984,-2.67638,-3.20398,-0.35547,-2.46999,-3.41882,-0.35250,1.30275,3.87110,1.97934,-1.90479,-0.48320,-1.12748,-2.89785,0
4.11413,-1.84894,-7.96388,-5.39608,3.81613,-0.58255,-2.01500,3.15973,-10.14917,3.46365,-1.80357,1.53958,0.67180,1.24370,-0.98043,6.14017,2.18078,-4.50352,1.70555,0.87446,0.68369,0
-4.84287,-2.04770,7.32929,8.94820,-3.95060,1.43705,6.15070,-5.24754,0.64386,7.11686,-0.60731,-6.28348,2.56301,-2.62240,-3.04012,1.35618,10.31088,4.45447,-6.65642,-4.77334,1.31057,0
-2.51959,-8.03301,-2.13862,-0.02572,1.74947,0.88817,-0.25090,5.86753,0.02448,2.37512,-8.70359,4.77778,-4.79673,1.16171,2.62967,3.98918,-0.64320,0.07823,3.69241,3.88286,1.23931,0
-4.93028,-0.10900,-1.24372,0.93743,1.70315,1.13080,-2.70940,1.16137,3.70044,-4.92091,1.68830,0.71946,5.06358,-3.65042,-1.50120,1.27763,-6.44374,0.63656,-1.66638,-4.65066,-5.59838,0
-1.08724,-6.68851,3.24279,2.04787,-5.68706,-3.38202,-7.03075,8.84613,1.03802,-4.19069,-3.85391,5.01547,3.62034,5.06562,4.23295,-1.18084,1.43883,-2.53959,4.16859,-4.19109,3.71757,0
-8.59387,-7.13124,0.90933,-6.32590,-3.76077,-5.35545,-0.57682,-1.82722,-1.50821,3.32011,3.16464,-8.96530,-8.33925,1.88484,-2.04446,2.12276,2.63936,0.16836,2.58335,2.15861,0.73744,0
-5.55627,4.08770,-2.88548,-7.04586,-7.34079,-8.16973,4.04523,-0.20026,-1.26727,-3.26416,-0.56736,-5.13546,4.46683,-4.00602,-4.89768,4.55286,2.72713,1.30967,-0.80460,12.86275,-1.33308,0
-7.45570,0.23126,-1.74710,4.66342,2.12747,2.61599,3.88978,0.07279,5.44570,5.88327,4.86575,-1.62397,-7.25954,11.63089,-2.41084,2.39389,5.44578,-7.13793,0.12388,1.18841,1.53070,0
8.51336,5.55651,-0.59664,-1.21018,4.75273,5.34377,-0.51848,7.12587,-9.79692,-0.72562,1.53928,1.58285,-3.00556,7.40177,-0.28705,3.65648,1.55022,4.30408,-6.47396,5.22876,-1.31510,0
2.10051,3.78298,2.54535,-0.81797,0.55937,0.80029,-1.66084,0.22937,1.32126,8.39962,-1.94115,0.74298,-1.31319,-7.12899,0.55613,-8.15757,6.24929,5.44327,-0.59677,0.59490,6.72153,0
-0.80223,-5.51412,-5.02864,1.56831,0.29335,-7.45245,3.05181,5.28288,-3.06243,-3.40481,5.53633,-3.35436,4.56024,2.47898,0.99490,-3.43510,-8.13546,-2.37074,-3.33050,-1.51095,0.94909,0
