f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,class
-0.77523,-0.76949,0.44577,-0.04704,-1.97892,-0.55182,0.48060,-0.79724,-0.58055,1.87265,-1.91591,-0.89383,-0.47545,-0.72295,1.58320,-0.54666,1.06892,0.68429,-1.26713,-1.15292,-0.80856,0
-1.39542,-1.62235,-2.22393,-2.05384,0.68298,0.31658,-0.67481,0.56207,-0.46340,-2.44704,-0.37864,-0.50986,-1.39087,-0.20184,-0.43931,-0.41152,-0.60766,0.20497,0.29363,-2.51815,-1.53710,0
-3.71394,-0.59144,-0.57980,-0.35402,-0.09796,-1.10537,0.83310,-1.21324,-1.63453,0.47708,-1.85601,0.04151,-0.33534,0.11832,-0.98547,-0.94617,0.52481,-0.65015,-1.14809,-0.82078,-0.82879,0
1.09120,1.10497,-1.08374,-1.75128,-1.73474,-1.12139,0.68098,0.46667,-0.20786,-1.25795,0.18836,-1.44424,-0.90898,-1.19341,-1.04722,-1.51373,0.54483,-0.80331,-0.77255,-0.13926,-0.70077,0
-1.57194,0.44778,-2.98948,-1.49158,-2.45033,-1.74764,0.84188,-1.10012,0.70048,-0.65398,-2.47449,0.03962,-1.51913,-0.91350,-0.91775,-0.93940,-0.53838,-0.84093,0.21146,-0.92363,0.25368,0
0.07683,-3.16656,-0.53573,-1.75427,0.91966,-0.87499,0.27876,-1.85471,-1.56493,0.56019,-2.16157,-1.65757,-0.27466,-1.71975,0.50513,-0.21793,-0.92243,1.27905,-1.42366,-0.94146,0.33265,0
1.36190,-0.93235,-0.85156,-0.53853,-1.07466,-1.95096,0.58826,0.08882,-0.35981,0.24636,-2.26501,-0.83058,-1.25731,-1.61826,0.82570,0.74100,0.14578,-0.66437,0.49300,-0.27158,-0.93175,0
-0.81838,-1.31409,-1.88110,-0.26384,0.02266,-0.93396,-0.51692,2.15654,-0.13656,-1.55998,0.25440,-2.51744,-0.89941,0.05352,-0.59610,-0.20963,1.01430,-0.15032,0.02253,-0.12644,-0.13320,0
-0.18106,0.98281,-2.18855,0.22460,1.59979,-0.70396,-0.64125,0.73019,-0.16365,-1.23263,0.38362,0.30084,0.11549,-0.87124,0.13677,-2.02444,1.14433,-0.51411,0.86802,-0.42341,-0.89282,0
0.69937,-2.03721,-0.44833,-0.78131,-0.51862,-0.59004,-0.76115,-0.16722,-1.00513,-2.07251,-1.21870,-0.37202,0.44520,-1.54173,-1.42954,-1.44069,-0.73947,0.03448,0.17129,-0.15718,0.68764,0
-0.06561,-0.21079,-0.11614,-0.15948,-0.66101,-0.80166,-1.86431,-0.39890,-0.52581,-1.82637,-1.45353,-0.58145,-0.77545,-0.92580,-1.57402,-0.78554,-1.19577,-1.47890,0.75103,-1.23288,-0.91802,0
-0.42422,0.28099,0.13488,-1.57352,-0.03346,-1.55314,-0.68133,-0.72711,-0.18973,-0.43915,0.85903,-1.21991,-0.80437,-0.26143,-1.29444,1.69322,-0.48985,-0.86206,-1.12668,0.03230,-0.18063,0
-2.27010,0.66820,0.16007,-2.27932,-1.20974,-1.06424,-1.45418,1.19749,0.67409,0.08242,-0.49103,-3.40962,0.62920,1.12176,-1.55055,-1.35346,-0.74735,0.68829,-0.65537,-0.74504,0.53040,0
-1.64022,-2.15090,0.38570,0.25081,-0.22073,-0.39406,-0.41638,1.55054,-0.53342,-1.87129,0.40155,-0.62516,-0.72940,-0.07295,-1.33958,-0.29707,0.43613,0.73629,-2.43691,-0.66580,0.39532,0
-1.75349,0.09861,-0.26867,-1.19944,-1.03866,-0.07793,-0.66267,0.65839,0.21224,-1.66254,0.46248,-1.37330,-2.75240,0.88647,0.22190,-0.12558,0.00582,0.71334,-0.52085,0.26617,-2.35780,0
0.74461,-0.50064,-1.25056,0.67079,-0.44137,-1.37330,-0.12161,-0.54289,-1.72166,-0.80321,-2.21610,0.04195,-0.32863,-0.54364,-1.53503,0.09961,0.73165,-0.66666,-2.27388,-0.36623,-0.31737,0
-1.27075,-0.40922,1.59276,-0.04799,-1.22799,-0.42405,-0.46575,-0.64248,-0.55643,0.06609,0.98802,-0.29456,-1.01199,-0.50981,0.59393,-0.59815,0.62666,-1.38585,-0.85846,-1.33731,0.67639,0
0.00229,-1.05735,0.34792,-0.69056,0.07049,-0.05062,-1.05118,-1.17579,-0.49511,1.28559,0.82757,-1.43691,0.24888,-2.13033,0.42007,0.10594,0.02810,-1.00869,-2.00897,-0.38606,-1.21750,0
0.82844,-1.49082,-0.65486,-0.79419,-1.99928,-0.91005,1.77601,-0.49395,1.53504,-0.32359,1.02445,-0.72492,-0.97272,-0.15299,1.64103,1.21410,0.88496,-0.44072,-1.41393,-0.81054,-0.79049,0
-0.66503,-0.69680,-0.34895,-1.31516,-1.23238,-0.58949,-0.34696,-0.99924,0.91159,-2.54414,-0.91322,-0.74197,-0.37211,0.18001,-0.05475,-1.40992,1.42422,0.03270,-1.26622,-0.43605,-1.00116,0
-0.32337,-2.51364,-1.48241,-0.03659,-0.85972,-1.47505,-0.34088,0.29672,0.06670,-1.15300,-0.56604,-1.17956,0.74150,-0.71074,-1.52996,0.45604,-0.31561,-1.76269,1.25841,-2.83605,-2.49388,0
-1.62511,0.96792,-0.07120,-1.10648,-1.67640,0.58679,-1.98917,-0.86396,-0.66167,-1.28300,-1.91564,-0.93975,-1.82402,-0.66215,-0.83293,-1.07823,-3.49268,-1.16212,0.63180,-0.17632,-0.55608,0
-0.13394,0.49908,0.49265,0.04912,-0.90901,-0.50971,-1.76508,0.35785,0.42843,-0.60373,-2.13766,-0.03337,-1.67115,0.08205,-0.22035,0.47264,0.88634,-0.48881,-0.77516,0.48203,-0.43232,0
-0.17411,-1.89493,-1.70319,-0.73968,-0.72009,-1.37111,-1.26386,-0.79904,-0.30195,-1.18709,-0.70058,0.69032,-0.71740,-0.94420,0.76973,-1.00596,-2.26227,-0.77843,-0.84892,-0.90113,-2.19232,0
-1.16541,0.44478,-0.92181,-1.06571,-1.01375,-1.63081,0.32578,1.75573,-0.38040,0.06977,0.17045,-0.33809,-0.53039,1.21180,-0.44721,-1.33614,-0.76014,-2.30447,1.57515,-2.58031,0.19960,0
-0.33241,0.86591,-0.14640,-0.25573,-0.09434,-1.03751,-0.31315,1.19965,-2.00788,-0.07007,-2.68725,-0.53212,-0.53566,0.19517,0.93137,-0.96092,-0.43398,0.14962,-0.38789,-0.00465,-0.72994,0
-1.62380,0.75688,-0.66814,1.07657,1.29426,-1.05852,0.00530,-1.02612,0.70525,1.39064,-0.17202,-1.34703,-0.42686,-0.46930,-1.27894,-0.71393,2.53969,-2.02753,-0.03460,-0.18278,-0.64272,0
0.10282,0.66830,0.43012,-0.06763,-0.77484,-2.41126,-0.43390,1.32705,-0.31043,-0.76965,-2.97392,0.47782,-0.55887,-2.61846,1.10769,0.52957,-0.32276,-2.08455,-0.66888,1.40646,-0.58158,0
-1.30364,-0.47010,-1.27842,-0.10112,0.09272,-1.98886,-0.42315,-0.78592,-1.16386,-0.61301,-0.34484,-2.34461,-0.79744,-1.62962,0.10435,0.18202,1.82703,-1.61229,0.55635,-0.81617,-0.51131,0
0.12638,-1.71528,0.75951,-0.10969,0.17647,-1.78718,-0.15199,-0.65126,1.57497,-0.80778,0.95189,1.27719,0.15398,-0.86499,-0.97752,0.16855,-0.88812,-1.11167,0.66004,-2.50197,-0.01446,0
-1.67108,-2.01294,-0.61030,-0.30958,-0.43710,-0.16130,-0.87287,-0.03217,-1.49419,-0.55893,-0.42202,-1.20589,-0.35918,0.54564,-1.10168,-1.86504,-0.54544,-2.05299,0.69812,-0.92927,-0.54729,0
-0.07113,-0.78043,-1.46869,-0.80982,-1.15940,-1.22150,-1.30711,0.22134,-0.67727,-1.54479,-3.03914,-1.93533,-1.10189,-0.62794,-1.54826,-0.13382,-1.04870,-0.11712,-0.13476,0.35426,-0.95503,0
0.04518,-2.14175,-2.02889,-1.02160,-2.65866,-2.58483,-0.20945,0.40385,0.46007,-0.31699,-1.20855,-0.02653,-1.19299,-0.11476,0.78978,-2.27622,1.14766,-0.10718,-2.08580,-1.01055,0.24121,0
0.15628,-0.86386,0.93595,-3.10421,-0.21721,-0.26502,-0.65820,0.81284,-1.08273,0.33733,-0.36320,0.59368,0.80821,-0.02833,-0.73648,0.41174,-0.64085,-1.20306,1.78707,0.48951,0.31280,0
0.74010,-1.22086,0.09131,1.27482,-0.78581,-0.65026,-1.13891,-0.79163,-1.28851,-0.80806,-1.33854,0.35446,-0.92106,0.34542,-0.78528,0.05028,0.66698,-0.88441,0.44301,0.94151,0.09395,0
0.59142,0.09981,-0.40271,-0.42944,-1.02684,0.20525,0.58964,-0.99613,-1.75197,-1.96639,-0.80299,-1.40072,-0.77258,-0.18186,0.44836,-1.11398,-0.94860,2.48046,-1.12238,0.89378,-2.87917,0
-0.58057,-0.74009,-1.55167,-0.60903,-2.05459,0.03821,-0.54742,-0.90232,-0.32418,1.19655,-0.00324,0.44122,-0.50456,-0.47677,-1.09798,1.21121,-0.38891,0.04934,-1.57832,0.24037,0.26037,0
-0.43432,-1.72004,-0.59675,-0.04987,-0.67031,-0.42514,-2.21613,-2.30348,-0.35679,0.48019,-0.58513,0.83353,-1.02677,0.04017,-1.92672,0.45227,-0.10260,0.53251,-0.74722,-0.93679,-1.38599,0
-0.94168,1.11970,-0.23557,1.70979,0.14920,-0.82683,-0.32736,1.12959,0.26300,-0.04906,-0.32311,0.21392,-1.45554,0.09072,0.57292,1.30574,-1.50114,0.58466,-2.48094,-0.14944,-0.13100,0
0.23159,-1.33320,0.71111,-0.79873,-0.38033,-0.93725,-1.31952,-0.33984,-0.04038,-2.57494,0.39099,1.25030,-1.23592,0.34716,-1.27116,-0.77928,-0.37953,-1.26715,0.23273,0.37224,-0.39534,0
-0.27273,-1.13845,0.04426,1.34517,-0.86161,-0.87442,-0.80766,0.00918,-1.46443,-1.83957,-0.60588,-1.70032,-1.71214,-1.74452,-0.99231,-0.01952,1.25841,0.23984,0.42004,1.11204,-1.99220,0
-0.75363,-0.89431,-0.16736,-0.60981,-0.51662,-1.54950,2.87284,0.02839,0.10875,-1.69106,-1.92828,-0.73931,-0.66220,-1.91081,-0.29032,-0.89444,0.45367,-0.61344,0.40269,-0.30256,-0.44515,0
0.20812,-1.19567,-1.40825,1.03324,-0.42687,-1.00425,-0.54780,0.44183,0.26670,-1.40773,-0.35842,0.18710,-1.40254,-0.71008,0.27087,-1.89214,-0.49621,1.42352,-1.05213,2.56868,0.47683,0
-1.57425,0.21959,-2.14042,0.07854,0.67827,-2.04934,-0.60666,-1.90852,-0.97796,-1.11675,-0.68198,-0.13996,0.45950,0.15294,-1.59329,-0.04575,-1.68439,-0.42262,-2.90532,-0.26393,-1.93591,0
-0.60663,-1.44307,-1.05244,-1.11914,-1.39655,0.24896,1.65290,-2.17836,0.96812,0.01918,-1.36066,-1.25308,-0.31001,-0.23865,-0.08659,-1.18741,0.39576,0.01309,-1.10464,-0.55568,0.21012,0
-1.43075,0.42042,-0.67133,-1.73470,-0.69456,-0.64597,-0.12124,-1.04575,1.12276,-0.23463,0.72245,-0.49379,-0.64786,-0.40715,-0.96048,-0.25214,-0.73514,-0.47932,-1.39854,0.94763,-0.10934,0
-0.77181,0.60041,0.31972,-0.51215,-1.13209,-0.12741,0.88630,-0.93563,-0.16305,0.56618,-0.52438,0.72509,-2.64732,-3.07004,-1.30223,-0.03449,0.14710,1.14971,0.63114,-1.21448,-1.71534,0
1.93122,1.02279,0.35933,0.39320,0.30892,-2.58968,-0.72237,1.84480,-0.48344,-0.03328,0.52986,-0.03911,0.89773,0.68933,-0.91306,-1.32400,-1.40804,-1.03194,1.76190,-1.95645,-0.96434,0
-1.15679,-0.90073,0.11674,-3.10278,-0.19201,0.50828,-1.95395,-2.03111,-0.89516,-0.37368,-0.14133,-1.60420,-0.87286,-1.48810,0.46082,0.30696,-0.26040,-1.11056,-0.30219,-0.31159,-0.23684,0
0.49031,-0.64631,-0.11114,-1.21467,-0.59966,-0.51068,0.68689,-1.95649,-1.87735,-0.73620,-1.35862,1.06057,-0.46820,-1.33739,0.41146,0.86052,-1.48715,-0.90200,-1.46544,-0.94441,-0.37643,0
0.41423,-0.29024,1.98470,0.56977,-0.66004,1.03340,1.52545,0.77274,1.83400,1.82325,-0.05179,0.48360,0.87313,0.08074,0.59578,-1.62062,-1.14625,0.03362,0.95349,0.68519,0.60010,0
-0.41633,-0.40990,-0.12919,-0.19962,-0.80839,-0.80455,-2.26908,-1.39163,-1.06702,-2.14185,-0.11915,-0.30238,0.26869,-0.17436,0.20786,-0.65072,-0.45989,-0.38591,0.31433,1.77271,-2.20607,0
-2.30225,-0.83553,0.42798,-0.01867,-1.36940,1.48659,1.33815,-1.51182,-0.36087,-0.27437,-1.37740,-0.00956,-2.62077,-0.93937,0.01261,1.52478,-2.50388,-0.85755,-0.73378,0.44637,-0.24258,0
0.54516,-0.15117,0.37244,-0.83407,-0.28055,-0.22275,-0.73728,-0.93813,-0.94421,0.91750,-1.93395,-0.76329,-1.96913,0.83106,-1.48279,-1.02229,-0.40170,1.02486,-1.12181,0.24583,-0.92335,0
-0.23536,-1.14898,-1.30669,-0.31630,-1.28515,-0.18779,-0.81256,-0.24305,0.04999,0.06103,-2.93215,-0.06898,0.92374,0.63124,0.59026,-0.00276,-0.88236,0.26541,-1.39129,-1.25958,0.18870,0
-0.43474,0.04542,-0.48096,-1.48512,-1.71212,1.25852,-0.83296,-0.16201,-0.42997,-0.77979,-0.49626,-1.31474,0.95795,0.31476,-0.35140,0.58412,-0.97984,-0.89678,-0.70241,-1.69147,-0.87324,0
-0.81941,-0.08681,2.00324,0.20602,0.04431,-0.79333,-1.34127,-0.62152,0.23093,-0.64120,-1.33057,-0.75049,0.23701,0.63018,-0.28422,-0.32831,0.42124,1.27386,0.27915,-1.50339,1.63875,0
0.13462,-1.26882,-0.38830,-1.48535,1.06865,-2.36109,1.12977,-0.09878,-0.37310,-1.33811,-0.37788,-0.65365,-1.86533,0.48974,1.87343,-2.39995,0.08737,0.43752,0.21865,1.97609,-0.10188,0
0.49838,-0.12075,-0.57607,1.35975,0.62638,-0.16303,-1.33272,-1.90961,-3.27521,-1.00957,-1.98797,0.22146,-0.06287,-0.55116,-0.51884,0.46037,0.21769,0.79532,-1.12012,0.30446,-0.51000,0
-0.40425,-0.96028,0.94483,0.30913,0.89044,-0.84248,-0.47375,0.06175,0.31229,-0.46724,-0.47504,-1.96968,-1.57147,-2.15764,-1.39426,-1.17376,-0.23811,-0.86398,0.44484,0.63851,-1.16844,0
1.24410,-0.74164,-1.22035,0.51331,-0.31553,0.88861,-2.45082,0.98152,-0.25075,-0.01785,-0.14172,-0.24734,-1.20873,-2.74025,0.14270,0.63696,-1.35505,0.95581,-1.08512,0.58406,-0.33734,0
-1.22113,-1.35517,-1.19602,-1.37504,-0.82784,-0.29655,-0.84520,0.50325,-2.87705,-0.34076,-1.74847,1.77690,-0.89825,-0.86904,-0.80475,-0.58365,0.35037,-1.89828,-1.61551,0.96180,-1.83735,0
-1.03426,0.46409,0.24814,-1.09814,-1.05655,0.53826,-0.72792,0.16057,-0.80965,-0.35265,-1.03689,0.83850,-1.00806,-2.87971,0.63978,-0.01996,-1.18189,-0.53339,0.84906,-1.23331,1.00104,0
-1.66628,0.59117,-1.68949,0.79996,-2.50672,-0.23397,-2.49762,-0.87015,-0.36809,1.40309,0.88543,-0.36790,-0.01617,-0.24959,-0.60150,0.10932,-2.83101,-0.34128,2.26292,0.50984,-1.39854,0
-0.12508,-0.68462,2.55542,-0.75039,-0.26354,-2.05676,-0.59582,-1.95406,-1.72561,-0.86604,-1.26303,-0.17140,0.49233,-1.21310,0.40224,-0.47990,-1.35648,0.60436,-0.68327,-0.90550,-0.37839,0
-0.31847,-0.53387,0.75490,-1.19675,0.07359,-0.82555,-1.40493,0.59714,-1.00298,-1.25343,-1.68585,-0.42836,0.74447,-0.19201,-0.38567,0.11030,0.49692,0.27944,0.04881,1.83141,0.36375,0
-0.98007,-0.21433,1.41973,-0.18887,-0.79449,1.14906,-2.50964,-1.19910,-1.16827,-2.54592,-0.59001,-0.37282,0.07773,-0.63655,1.01878,0.25550,-1.70456,-1.85663,1.09132,-1.70411,-0.65985,0
0.18559,0.80128,-0.88516,1.29955,0.85765,-0.79287,0.82936,-1.74039,-0.69920,-0.07031,-0.14573,0.30214,1.41943,0.86697,0.52575,-0.28256,-1.96981,-0.25531,-1.08953,1.45760,0.77885,0
-0.89251,-1.27666,-0.88708,-2.68512,-1.56926,-1.86591,-0.35785,-1.67258,-0.77982,-1.93233,-1.66896,1.28975,-0.43136,0.10025,0.64956,1.16521,-1.28131,-1.17413,0.06147,-1.31625,0.34499,0
-0.56031,-0.35945,-0.16347,-1.59698,-0.54131,0.42996,-0.66974,-2.06890,-1.03894,0.17492,-3.29990,-1.13735,-0.47942,-1.63249,0.20255,-0.79071,-0.60761,0.21609,-0.42600,-1.58498,0.31611,0
0.11032,-0.21548,0.11831,-0.72543,-0.25602,-0.68459,-0.79663,-0.22270,1.11057,-0.18418,-1.31182,-0.56224,-0.76001,1.26818,0.05960,-2.29246,-0.90643,-2.52746,1.61134,0.11254,-0.04185,0
0.77610,-0.27446,-0.10425,-0.12352,-0.92255,-0.28397,0.20288,-0.30573,-0.09301,-1.20278,-0.94651,1.39820,0.96067,-0.42843,-1.10368,-0.97246,1.47069,0.81408,-2.08022,0.06108,0.12526,0
-1.16319,0.37768,0.52873,-1.30689,0.48591,0.01629,-1.38200,-1.33307,0.85146,-2.85608,0.74838,1.17391,-1.28904,1.19618,0.31469,-2.07748,-0.28725,0.17571,0.47493,-1.43521,2.14836,0
0.10535,-1.41901,1.13671,0.05282,-2.24067,-1.77239,-1.37850,0.19695,0.93158,-1.89478,-1.36908,1.07873,-1.17012,0.72213,0.16542,-0.99733,1.39758,-0.94813,-0.44869,-0.18886,-1.92263,0
0.30883,0.61405,-0.40938,-1.72967,-1.01372,-0.98773,0.28029,0.17757,0.33194,-0.12115,-0.41771,0.00294,0.04709,-1.13885,-0.90986,0.24939,-1.09504,1.38960,0.31641,-0.50576,-0.84956,0
-1.62882,-0.35741,-0.39832,0.43092,-0.93364,-0.08494,-1.69580,-1.03282,0.00158,0.71633,0.57703,-1.07922,0.68014,0.44254,-2.27876,-0.77404,0.14127,-0.10768,0.25532,0.37538,-1.19438,0
0.31118,-0.83926,-1.60658,1.23384,-1.34571,2.14842,1.23234,0.54441,0.34793,-0.30592,-2.20551,0.60612,-2.26267,0.20897,-1.11515,-0.20294,0.29743,-0.59405,1.19596,-0.42230,-0.31327,0
-2.13269,1.32524,-1.32645,1.97684,-0.70258,0.03591,-1.07758,-1.00130,-1.11765,-0.23541,-1.49911,0.31556,-1.88805,0.00853,-0.36299,1.33068,-0.07620,-0.02406,-1.06008,-1.21143,0.11994,0
1.10832,1.72393,-0.94133,-3.10205,-0.81501,1.29990,0.18933,0.06549,-2.30060,-2.27521,0.35176,0.62425,-1.37725,-0.43884,-2.47412,1.25489,-0.07466,-2.28066,-0.85649,-1.55664,-0.34814,0
-0.48603,-0.59090,0.27298,0.15854,1.61463,-0.85452,-0.31719,-0.31845,0.48755,-0.58521,-0.35893,-2.32101,-0.89071,0.05931,1.82637,0.48300,0.17653,-0.73367,1.25761,0.02941,-0.20280,0
-0.64843,1.60029,-1.52991,0.51818,-0.08156,-1.25631,1.33759,-0.03060,-0.09702,1.42941,-0.46360,-0.16997,-0.30215,0.67095,-1.57797,0.22507,-0.85313,-0.65067,-1.72483,-0.03475,-0.73838,0
-0.49490,-1.87748,-0.41246,-1.46977,-0.42036,0.11441,-1.88235,0.13396,-0.03184,0.09396,-0.82300,1.26932,0.26522,-0.32735,-2.60590,-0.59732,-0.18348,-1.55228,-1.48315,0.51155,-0.84797,0
0.01629,-1.30596,-1.15745,-1.59112,0.07811,-1.00190,-0.54194,-0.87214,-1.60593,-2.03637,-1.60201,1.35920,0.47099,0.56320,-0.94006,-0.70395,-0.61114,-1.74788,0.60102,0.61481,-0.60700,0
-1.93835,-0.31351,-1.65098,-0.37562,0.84769,-0.70219,-2.19427,0.22419,0.61540,1.85848,1.13516,0.01079,1.01424,1.05522,0.94686,-1.37825,-0.49826,-2.10740,0.95939,-0.24070,1.04585,0
0.99383,-0.51161,0.33981,-1.47439,-1.62851,-1.15889,0.44460,0.07925,-0.50551,-0.85966,-0.15273,-0.66127,-0.68261,-2.30554,-0.02773,-1.57932,-0.96646,-2.23336,-0.47413,-1.06101,-1.95596,0
-1.10306,0.76542,-0.31758,-1.07184,0.34170,-0.65040,-0.17354,0.54306,-0.61395,1.14996,-0.35879,-0.80201,0.53840,0.61020,-0.52828,-0.21938,1.03400,0.16404,1.42517,-0.47766,0.32469,0
0.20178,-0.40617,-0.15452,-0.67718,-1.36014,-1.81397,-0.91472,1.06948,-0.97496,-0.21745,-0.34151,0.01487,-0.53825,-0.29455,-0.30277,-0.69807,-1.85535,-1.22447,0.64981,-2.36647,-1.52328,0
-0.59437,-0.04934,-0.82157,-0.99049,0.94592,-0.93134,-0.24698,-1.24355,0.27374,0.39771,-0.45783,0.61726,-1.02185,0.13586,-0.73150,-1.04685,-0.87965,-0.41776,0.49270,-0.95433,0.10120,0
0.77140,-2.23413,0.22761,0.32603,0.87105,1.21950,1.17831,-1.22819,0.51833,-2.79329,-0.62743,0.02997,-0.14608,-0.84832,-0.00703,-0.49788,0.95390,0.50153,-1.23334,0.05272,-0.48766,0
1.56611,-1.19887,-0.03858,-0.53024,0.96620,-1.32672,-1.19846,-1.52238,-1.75550,-0.33694,-0.89068,-1.68775,-1.33738,0.18856,-0.43776,0.52098,0.16397,-2.33335,-1.26510,-2.31660,-0.02350,0
-1.25082,0.21853,0.25459,-0.42440,0.59140,0.68884,-0.82201,-1.22208,1.40843,0.08968,0.30990,0.46481,-1.27788,-0.99679,-0.44610,-1.13485,2.42689,0.10361,0.26732,-1.18282,1.88957,0
1.11647,-0.14720,0.18692,-0.98181,-0.10670,-0.58764,-0.77246,-1.04719,0.41903,0.62767,-0.34756,-0.07756,-0.65464,-0.94351,-0.68357,-0.24250,0.05653,-0.58155,-0.59717,-1.45659,-0.37128,0
-0.10778,0.46256,-0.86289,-0.31456,0.49052,0.86196,-1.74907,0.77211,-0.53297,-1.51592,0.70008,-0.68703,-0.31736,0.01244,-0.23362,-0.32125,-0.04532,-0.70845,-0.28471,-0.62710,-1.11409,0
-1.35473,-1.12398,-0.40999,-0.81790,-0.04748,-2.15326,-0.72072,-1.20835,-2.80487,-0.65340,-1.12946,1.07699,-1.77048,-1.62575,0.30502,-0.30917,-1.52234,-0.15064,2.30978,-0.61066,1.59696,0
-1.03409,-0.59782,-1.36459,0.41171,-0.15608,1.36368,0.55549,0.05017,-0.40574,0.30609,0.66743,0.31526,-0.05883,-0.74028,-1.38656,-1.33045,-2.00842,-0.37650,-1.72193,-0.19499,-0.07888,0
0.59952,0.77373,-2.40944,-1.00560,0.10723,0.77362,0.51167,-2.37033,-1.41877,0.13830,-0.92905,0.07468,0.37937,0.98160,-0.06500,-0.02167,-0.90439,-0.23877,-0.13786,0.16066,-0.29563,0
-0.03926,-1.98490,1.07219,0.07531,-0.54914,-0.76270,0.49394,0.94536,0.64947,0.44748,0.67150,0.61071,-1.16465,-0.88879,-1.61317,-1.02724,1.16877,-0.18694,-1.16802,1.71391,-0.38172,0
-0.84115,-0.07300,-1.47222,-0.96580,-0.65246,-0.76743,-0.65432,-1.58319,-0.40763,0.79539,-1.65458,-0.60634,-1.38577,-0.99634,0.60275,-2.31742,-0.48668,-1.02241,0.37172,-0.96732,-0.07000,0
-1.57972,0.40557,1.06637,-2.01085,-1.99693,-1.44844,-1.20201,-0.69376,0.33735,-0.50876,0.42172,-1.87931,-2.17121,-0.01874,-0.83504,-0.10723,-0.62406,-0.43027,-1.18110,0.28361,-0.16247,0
-2.02560,0.53044,-1.29303,0.38149,-1.30435,-0.10309,-1.27608,-1.37987,0.15312,-0.48653,-1.13614,-1.67783,-0.41375,0.32867,0.03195,0.28855,2.31609,-1.94083,-1.55000,-1.04178,1.23650,0
0.44357,0.37056,-0.62293,0.73690,-1.10220,-0.76446,-0.13399,-1.41254,-0.70766,-1.47865,-0.34124,2.19895,-1.30262,-0.45818,-2.10791,-1.11681,-1.13431,-1.75196,-1.04272,-0.70684,0.40418,0
0.33445,0.07856,1.28988,-0.84856,-0.59667,1.42127,-0.00559,0.10385,1.03175,0.40595,-2.50212,-1.24123,0.16756,-1.96313,-0.36793,-1.30052,-0.79487,0.65534,1.23260,-1.67350,-0.14351,0
0.50255,1.14801,-0.11470,0.22355,0.49855,0.72492,-1.02791,-0.92412,0.15777,-0.76709,-0.03558,-1.27344,-0.09435,-0.39964,-0.64886,1.42124,-0.54304,0.74576,-0.77629,-0.38569,-0.24134,0
-1.71539,-2.10212,0.36381,-0.07614,-1.74107,0.71481,-1.05015,0.39445,-0.28492,0.01055,-0.61300,-0.72031,-1.63885,-0.55252,-0.48707,1.32689,-0.61268,-1.55282,-1.04372,-0.75189,0.45807,0
-0.23920,-0.41457,-0.20024,-1.26372,-0.51957,-0.93592,-1.42676,-1.14824,-1.18487,-1.68746,0.18575,-0.62566,-0.92179,-0.16906,-0.39351,0.15090,-1.81975,-1.35648,1.19990,-0.91662,0.48497,0
-0.48856,-1.26310,0.39283,0.30440,-1.05425,-1.03126,-1.06617,-1.11336,-3.74609,-0.70438,-0.91708,1.05517,-0.96941,0.82433,-1.72529,0.65218,-2.09267,-2.05810,-1.15121,0.48480,0.12285,0
0.94182,0.69958,-0.30401,-1.31262,-0.60746,0.02787,-1.24592,-1.40516,-0.72620,1.03120,-0.08556,-1.47916,1.56904,0.72107,-1.88920,0.59078,-0.43319,-2.04207,-0.32394,-0.72026,-1.68161,0
-1.25142,-1.46983,-0.18117,-1.56460,-0.18638,-1.16125,-0.44064,-0.41355,0.25015,-1.77481,-1.50518,-2.40422,-0.83445,-1.67486,-0.18533,-1.95575,-2.16339,-0.08528,-0.29205,-0.92204,0.47615,0
-0.36261,-1.34204,-1.22415,-0.67871,-1.16305,1.18083,-1.52386,0.91523,-1.00707,-0.66256,0.95366,0.82053,-1.59580,0.40006,-1.06161,-2.35546,-1.59395,-0.24813,-1.29580,-0.85188,-0.35659,0
-0.65241,-0.95025,1.25794,0.00357,0.38077,-1.96534,-1.30969,-0.74274,-1.95708,-0.74550,0.06492,-1.82696,-1.19278,1.68613,0.31605,0.05046,0.38554,-0.40721,0.76915,0.42641,-0.08487,0
-2.00821,0.05466,0.24518,-0.79550,-0.64345,-0.06321,-0.80588,-1.04640,-0.03785,-0.57860,-0.80883,-0.57781,-2.40473,0.08175,-1.55106,-0.11807,-0.73125,-1.50013,-0.39583,-1.92715,-0.18413,0
-1.08277,-0.09140,-0.44663,-2.11516,-1.01557,-1.66467,-0.55303,-1.81295,0.65011,-1.87821,-1.61536,-0.68774,0.18600,-0.23644,-2.39913,-0.43035,0.11449,-0.46313,0.23631,-0.26964,-1.29090,0
-0.52887,-0.79054,-0.56965,-0.46300,-1.05052,1.70638,-2.10739,-0.91141,-1.56805,0.29802,1.51189,1.07283,-0.58373,-0.48075,-0.15601,0.20821,-0.82563,-0.88233,-1.02070,-0.16228,0.38567,0
1.22573,0.74124,0.20596,-1.02886,0.19132,0.62989,-0.13156,0.07653,-0.10253,1.40990,-0.75851,-2.28735,-0.41396,-1.28769,0.12683,-1.46698,-0.32157,-0.99453,-1.60880,-1.63372,-1.26719,0
-0.45398,-1.67660,-1.85563,0.10652,-0.62691,-1.15136,1.11449,0.19522,0.31853,-1.77923,-0.74543,-0.22555,0.15410,-0.40320,-0.97456,-0.73370,-3.01360,-0.76698,-0.49445,-0.27365,0.26829,0
